Authors,Title,Year,Source title,Link,Abstract
"Blin M.-J., Tsoukiàs A.",Multi-Criteria Methodology Contribution to the Software Quality Evaluation,2001,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0011893888&doi=10.1023%2fA%3a1016626919680&partnerID=40&md5=a137d99a58bbb4836370b1d4ff3554bc,"Industrial evaluations of COTS software largely used the quality models provided by the international standards. But the context and objectives of COTS evaluations are fundamentally different than those primarily defined by the standards. Several key issues are often forgotten: (1) the existence of several evaluators and several quality models sharing common factors, criteria and measures, (2) the purpose of the evaluation model, (3) measures of different types, and (4) the recursive nature of the model since each node is an evaluation model itself. We had the occasion to study the results of real standard-based COTS evaluations. Faced with the difficulties to exploit them, we experimented the use of multi-criteria methodology. This work allows us to understand some of the problems generated by the application of the standards to COTS evaluations, and to propose new principles for evaluating software quality that should be considered in an evolution of the standards. This paper reports our experiment."
"Balla K., Bemelmans T., Kusters R., Trienekens J.",Quality through Managed Improvement and Measurement (QMIM): Towards a Phased Development and Implementation of a Quality Management System for a Software Company,2001,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0010645865&doi=10.1023%2fA%3a1013301503616&partnerID=40&md5=cfe9889727ca12badee4d71ce1c02868,"The paper describes results of a longitudinal study of developments in the area of software product and process quality improvement within a Hungarian software company, IQSOFT Ltd. This company has been active in this area since 1993, trying to build, introduce and maintain an efficiently working quality management system which, e.g., fulfils the ISO 9001 requirements, allows steady software process improvement and, at the same time, conforms to company's own needs. Over the last eight years five phases could be distinguished. Each phase is described shortly, following the same structure, namely: basic starting points, key problem areas, literature consulted, activities and design executed, reflections on what happened and why. The lessons resulting from the analysis of this case have been formulated in terms of guidelines. We feel that these are applicable to any low maturity software development organisation embarking on a product or process quality improvement endeavour. These guidelines are developed around a framework containing the basic issues of software production (project management, technical processes and products). The guidelines advocate a careful step-by-step development of definitions, quality characteristics, and metrics related to these objects while at the same time developing and introducing the associated process."
"Khoshgoftaar T.M., Yuan X., Allen E.B.",Balancing misclassification rates in classification-tree models of software quality,2000,Empirical Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034482502&doi=10.1023%2fA%3a1009896203228&partnerID=40&md5=6a2e5d7afb088852e96ee1744cb4416a,"Software product and process metrics can be useful predictors of which modules are likely to have faults during operations. Developers and managers can use such predictions by software quality models to focus enhancement efforts before release. However, in practice, software quality modeling methods in the literature may not produce a useful balance between the two kinds of misclassification rates, especially when there are few faulty modules. This paper presents a practical classification rule in the context of classification tree models that allows appropriate emphasis on each type of misclassification according to the needs of the project. This is especially important when the faulty modules are rare. An industrial case study using classification trees, illustrates the tradeoffs. The trees were built using the TREEDISC algorithm which is a refinement of the CHAID algorithm. We examined two releases of a very large telecommunications system, and built models suited to two points in the development life cycle: the end of coding and the end of beta testing. Both trees had only five significant predictors, out of 28 and 42 candidates, respectively. We interpreted the structure of the classification trees, and we found the models had useful accuracy."
Voas Jeffrey,Can chaotic methods improve software quality predictions?,2000,IEEE Software,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034271655&doi=10.1109%2f52.877855&partnerID=40&md5=e88b2cb33db9b025109bc4ce0ea3e411,"Predictability is a measure of how accurately one can forecast a future event. To achieve 100% software quality predictability, each fault's consequences must be analyzed. This requires the impossible task of knowing each fault's location and how each fault interacts with each software input. To meet this requirement, a chaotic method is introduced."
Voas J.,A New Generation of Software Quality Conferences,2000,IEEE Software,https://www.scopus.com/inward/record.uri?eid=2-s2.0-66949157002&doi=10.1109%2f52.819963&partnerID=40&md5=8a21f360319327f98a17526ce327765c,[No abstract available]
Edwards Stephen,Can quality graduate software engineering courses really be delivered asynchronously on-line?,2000,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033682233&doi=10.1145%2f337180.337512&partnerID=40&md5=abc4707bb5ee24ae14615ceaff01983c,"This article briefly presents a case study in on-line asynchronous course delivery. It sketches the design of a graduate computer science course entitled 'Software Design and Quality,' illustrating an effective approach to distance learning that accommodates learning by doing, team collaboration, and critical thinking. It also shows that there are effective alternatives to 'canned' streaming media presentations that achieve quality on-line education."
"Boegh Jorgen, Depanfilis Stefano, Kitchenham Barbara, Pasquini Alberto","Method for software quality planning, control, and evaluation",1999,IEEE Software,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033097512&doi=10.1109%2f52.754056&partnerID=40&md5=97fc63f1814469a1306aed28d10729d6,"An increasing number of software process and product standards emphasize the need for measurement. ISO 9001, for example, provides guidance for monitoring and controlling product and process characteristics during both production and installation. However, standards provide little guidance as to what exactly users should measure and how to use the results to support the development of high-quality software. Furthermore, measurement cannot be defined independent of context. A metric set judged valid on one project may lead to poor quality or high development costs when applied to another project. When quality is measured, several factors come into play, including product characteristics (such as size), process maturity level of the company developing the software product, its development environment (such as the design methodology and CASE tools used), and the development team's skill and experience."
Karol F.,Comprehensive Guide to Software Quality Assurance Misses the Mark,1999,IEEE Software,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008555920&doi=10.1109%2fMS.1999.795115&partnerID=40&md5=1101c5ab13c63809ed9c4389a6eb0f27,[No abstract available]
Councill B.,Third-Party Testing and the Quality of Software Components,1999,IEEE Software,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008017123&doi=10.1109%2f52.776949&partnerID=40&md5=a569bafcef068a18b2e8ef2f21a5c630,[No abstract available]
"Siakas K.V., Georgiadou E., Sadler C.",Software Quality Management from a Cross-Cultural Viewpoint,1999,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1542605462&doi=10.1023%2fA%3a1008948709011&partnerID=40&md5=7f399465007f170a44a213a8a46358be,"This paper describes our attempts to look at how different cultures influence Software Quality Management (Siakas 1996; Mohamed Walaa-Eldeen and Siakas 1996). Quality of the software product cannot be determined until late in the development cycle. It is widely accepted that reliance has to be placed on process quality as a means of achieving product quality. In recent years software organisations have been making efforts concentrating on improving the process in order to improve software quality. Hofstede (Hofstede 1994) had defined four dimensions of work-related value differences for classifying cultural influences in different countries. These are: power distance, collectivism/individualism, femininity/masculinity and uncertainty avoidance. In this paper software development organisations are being assessed for their awareness and acceptance of Software Quality. These results will be correlated with the work-related values identified by Hofstede. The intention is to identify cultural factors, which may have a bearing on successful adoption and implementation of Software Quality Management."
Oriogun P.K.,A Survey of Boehm's Work on the Spiral Models and COCOMO II - Towards Software Development Process Quality Improvement,1999,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1542499212&doi=10.1023%2fA%3a1008926902882&partnerID=40&md5=1e5d522ab607c7dd4c840e7fdbe3c588,"Successful engineering and evaluation of complex software depends on successfully completing all the stages of the Software Development Life Cycle. There have been many models which illustrate the stages Software Engineers have to go through to produce software. This paper investigates one of these - The Spiral Model (Sommerville 1997) with particular reference to recent enhancements to it, examines the interaction of COCOMO II (1998) within the WinWin framework, and reports on a case study using the WinWin Spiral Model (Boehm et al. 1998) to develop software."
"Li H., Ross M., King G., Staples G., Jing M.",Quality Approaches in a Large Software House,1999,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1542394252&doi=10.1023%2fA%3a1008922801973&partnerID=40&md5=46e4b83532b35770ce0c0825cacfcf56,"Many methods, techniques, standards and tools exist for controlling software development, hut large, complex projects may face extra problems due to continuous, rapid changes during the project life cycle. Such changes must he tracked, analysed, and reconciled to ensure high quality in the end-product; otherwise problems may he lost or ignored in the overall complexity. A large software company needs to develop effective procedures to control their whole organisation's projects; for example to control more than 100 different types of projects at the same time is a big challenge for most large software companies. This paper is a case study on how a large company benefits from using quality assurance processes and quality standards. It provides details of the process engineering system running in Kent Ridge Digital Labs (KRDL). Most of project managers and top directors in KRDL believe that ""Good quality software will save millions of dollars!"" This paper also highlights the benefits of KRDL being able to handle more than 100 projects at the same time and still provide high quality software."
"Lauesen S., Younessi H.",Is software quality visible in the code?,1998,IEEE Software,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032124034&doi=10.1109%2f52.687949&partnerID=40&md5=594e054cbc360b4a9a8ee55fe2259c11,[No abstract available]
Rakitin S.R.,Worldwide Perspective on Software Quality Assurance and Measurement,1998,IEEE Software,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008008129&doi=10.1109%2fMS.1998.676987&partnerID=40&md5=28ec97c75e89450580145d12603d6d9d,[No abstract available]
Middleton P.,Software quality by administration,1998,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1842628846&doi=10.1023%2fa%3a1008983306860&partnerID=40&md5=ba072364a36821d4dc933ded9778ae7c,"This paper examines the efficiency and effectiveness of a prescriptive systems development methodology in practice. The UK Government's mandatory Structured Systems Analysis and Design Method (SSADM) was examined to determine its value to software projects. The evidence was collected from interviews with 17 project managers, discussions with participants on 3 large SSADM projects and from observing 90 end users in training. The conclusions are that prescriptive information systems methodologies are unlikely to cope well with strategic uncertainty, user communication or staff development. The recommendations are to focus more on soft organizational issues and to use approaches tailored to each project. © 2000 Kluwer Academic Publishers."
"Coleman G., Verbruggen R.",A quality software process for rapid application development,1998,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0542397516&doi=10.1023%2fA%3a1008856624790&partnerID=40&md5=f6924e80eaf9d9671e402727a974b77f,"Software organizations can significantly improve the quality of their output if they have a defined and documented software process, together with the appropriate techniques and tools to measure its effectiveness. Without a defined process it is impossible to measure success or focus on how development capability can be enhanced. To date, a number of software process improvement frameworks have been developed and implemented. However, most of these models have been targeted at large-scale producers. Furthermore, they have applied to companies who use traditional development techniques. Smaller companies and those operating in development areas where speed of delivery is paramount have not, as yet, had process improvement paradigms available for adoption. This study examined the software process in a small company and emerged with the recommendation of the use of the Dynamic Systems Development Method (DSDM) and the Personal Software Process (PSP) for achieving software process improvement."
"Yokoyama Yooichi, Kodaira Mitsuhiko",Software cost and quality analysis by statistical approaches,1998,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031597196&partnerID=40&md5=973563537e1aa747ef010b7e7e0cd67a,This paper describes statistical approaches for analyzing software cost and quality data of Software Development Center of Hitachi (SDCH) in recent several years. We have got some highly fitted cost and quality models with r = 0.837 to approximately 0.975 multiple correlation. The models may be used for cost and quality estimation and also productivity and quality evaluation.
"Tanaka Takeshi, Aizawa Minoru, Ogasawara Hideto, Yamada Atsushi",Software quality analysis & measurement service activity in the company,1998,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031597187&doi=10.1109%2fICSE.1998.671598&partnerID=40&md5=377b5ac3a4b038bfd392e01d4e7c6600,"It is very important to improve software quality using program analysis & measurement tools and SQA (Software Quality Assurance) method at the appropriate points during the process of development. But in many development departments, there is often not enough time to evaluate and use the tools and SQA method or to accumulate the know-how for effective use. This paper describes the support activity of a software quality analysis & measurement service which is performed by our team of laboratory within the company as a third-party independent staff group. We call this activity HQC (High Quality software creation support virtual Center). The purpose of this activity is as follows. First we improve the software quality engineering process in the development department, for example, we help them to increase efficiency of review or testing. To accomplish this, we use program static analysis tools to detect fault-prone software components. Next we assist in starting their own self-improvement process. In addition, we provide service activity to many development departments concurrently. We have been making progress with these activities, and some development departments have begun to establish improvement process themselves."
Mellis W.,Software quality management in turbulent times - Are there alternatives to process oriented software quality management?,1998,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0013229946&doi=10.1023%2fa%3a1008987423699&partnerID=40&md5=aeeec706e373b2eec929a3b5c06f3892,"There is a widely accepted paradigm of successful software development, called process oriented software quality management (PSQM). The proponents of PSQM claim that it has a significant impact on some essential parameters of a software producer's competitiveness. However, case studies of some well known software producers reveal a rather different management style. Since the management style is a means to influence the essential parameters of a company's competitiveness, which are influenced by the competitive conditions, two questions arise. 1. Do the investigated software producers employ a different management style by accident or is their management style an appropriate answer to their specific competitive conditions? 2. If their management style is an appropriate answer to their competitive conditions, what is specific about these conditions and about the appropriate management style? It is argued, that their management style is a form of concurrent engineering, which rather conforms the needs of a software producer in a turbulent environment, while PSQM on the other hand rather conforms the needs of a software producer in a placid environment. This means, there is no universal process management and environmental dynamics is a contingency factor to be considered in the configuration of process management. © 2000 Kluwer Academic Publishers."
"Wilson D.N., Hall T.",Perceptions of software quality : A pilot study,1998,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0011653418&doi=10.1023%2fb%3asqjo.0000042060.88173.fe&partnerID=40&md5=e24784f5ffa40aba778cfd835e019d2a,"Many software quality initiatives fail because they do not take account of the range of views that people have of quality. New approaches to software quality improvement will not work unless software developers believe in them, no matter how enthusiastic managers may be. This paper reports on a pilot study using the repertory grid technique that found evidence to support these assertions. The study findings justify further work and show that while the repertory grid technique is an appropriate instrument in this area it is resource intensive to apply and may not be practical in a wider study of a representative sample of the IT industry. The paper has practical recommendations for successful introduction of new software quality programmes. These recommendations stress the need for effective communication, leading to a shared understanding of 'quality', and for realistic goals that recognize the pressure of development schedules. © 1998 Chapman & Hall."
Binder R.V.,Can a Manufacturing Quality Model Work for Software?,1997,IEEE Software,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008023982&doi=10.1109%2f52.605937&partnerID=40&md5=2cddf648861d41ad4db0a71f7a4dec78,[No abstract available]
"Stelzer D., Mellis W., Herzwurm G.",A critical look at ISO 9000 for software quality management,1997,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0642363924&doi=10.1023%2fA%3a1018591430752&partnerID=40&md5=9181348bb75865be23649ef29338594f,"A considerable number of software suppliers report improvements in product and service quality, development costs and time to market achieved with the help of the ISO 9000 standards. Nevertheless, the ISO 9000 family has received unfavourable criticism in journals, textbooks and at software quality conferences. The paper summarizes, discusses and reviews eleven of the most popular arguments against the ISO 9000 standards. The review of the criticism is based on findings of two empirical surveys among European software suppliers that have implemented an ISO 9000 quality system. The paper concludes with suggestions and guidelines for advances in software quality management concepts, such as the ISO 9000 family, CMM, BOOTSTRAP and the emerging SPICE standard."
Wilson D.N.,Software quality assurance in Australia: An update,1997,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0642333262&doi=10.1023%2fA%3a1018543514822&partnerID=40&md5=e99e0d2a0f0f13dc65af418c8c79c40a,"Three recent events are likely to have a significant impact on the future direction of software quality in Australia: the Kean Report, the redevelopment of Australian standard AS3563 and a review of Government purchasing policy as a result of a change of Commonwealth Government. These events, and their subsequent impacts, could have implications and could provide lessons for the software quality assurance industry internationally. These lessons concern: providing adequate education for purchasers, suppliers and auditors on what ISO9000 is all about; implementing appropriate ISO9000-compliant quality management systems, particularly for small and medium sized enterprises; defining an appropriate role for government; and utilizing effective guidance for adopting ISO9001 to software development."
"Dumke R.R., Grigoleit H.",Efficiency of CAME tools in software quality assurance,1997,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0642333260&doi=10.1023%2fA%3a1018507901618&partnerID=40&md5=0ce0041f30ceaef95ce87fd174655648,"Our paper describes the requirements and possibilities of integration of metrics tools in the field of software quality assurance. Tools for the support of the measurement process are herein classified as Computer Assisted Software Measurement and Evaulation Tools (CAME Tools). Software measurement regarded as a special type of metrics application provides a great amount of basic information for the evaluation of the software development process or the software product itself. Our paper examines the effectiveness and destination of software measurement in tool-based software development and is based on an analysis of more than 20 CAME tools in the Software Measurement Laboratory at the University of Magdeburg. CAME tools are useable for the process, product, and resources evaluation in all phases of the software life cycle (including the problem definition) for different development paradigms. The efficiency of CAME tools is described on the basis of a general measurement framework. This framework includes all steps in the software measurement and evaulation process: metrics definition, selection of the evaluation criteria, tool-based modelling and measurement, value presentation and statistical analysis. The framework includes the main aspects of the process evaluation techniques (Capability Maturity Model, ISO 9000-3 etc.) and product evaluation (ISO 9126, etc.). It is not a disjointed set of aspects: our measurement framework represents an incremental technique for the application of quantification of quality aspects in a required quality assurance."
"Saiedian H., Urban J.J.",A case study to demonstrate the impact of quality design principles when restructuring existing software,1997,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0642331757&doi=10.1023%2fA%3a1018584623908&partnerID=40&md5=b1c7ba8a79997cdeceb73b8ab50f893e,"The case study is about the System Monitor and Control Facility (SMCF) workstation product developed by a major telecommunications company that has been used to monitor MVS OS mainframe computer systems since 1983. In 1991, mainframe UNIX systems were added to the list of systems supported using software executing on the mainframe side. In 1994, an effort to develop a common interface using TCP/IP and Remote Procedure Calls (RPC) began with a product being developed in the C. The product, which was officially delivered in June of 1994, was coded using structured programming techniques. However, after the product had been in use for some time, maintaining and extending the code for additional functionality and portability was less than desirable. A decision was made by the programmers who support the host-side code to restructure (re-engineer) it such that certain software engineering principles be included into the product to make the product more maintainable and portable. This paper discusses the factors that led to the initial decisions of the designers and programmers, the evaluation of the existing code, and the resulting code with software engineering principles re-engineered into the existing code, and how the incorporation of these principles make maintenance simpler and how they may prevent or minimize defects in the future."
"Beirne M., Panteli A., Ramsay H.",Going soft on quality?: Process management in the Scottish software industry,1997,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041293178&doi=10.1023%2fA%3a1018564019365&partnerID=40&md5=85d5cd1aff57a436699ea6f7bf80310a,"Despite their proliferation within the industry, quality assurance standards are insufficient to ensure effective software development. Scottish software companies are now highly sensitive to limitations imposed by the standards movement, flagging the need for more explicit attention to work organization and human resource issues. This article examines efforts to broaden the focus of quality management within the software industry, charting the impact of theoretical and practical initiatives and identifying the mediating role of commercial pressures, the consultancy marketplace and, crucially, staff reactions."
Baker Jr. Richard A.,Code reviews enhance software quality,1997,Proceedings - International Conference on Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030615535&doi=10.1145%2f253228.253461&partnerID=40&md5=9b9a3c982980d5cd671c6e49e5904028,This paper discusses a procedure for reviewing code changes that are made to a software product as it moves through its life cycle. In this procedure the technical manager reviews each change made to the code. The procedure succeeded in improving in product quality by 40% at a cost of 1-2% of the project effort.
Karlsson J.,Managing software requirements using quality function deployment,1997,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0010641314&doi=10.1023%2fa%3a1018580522999&partnerID=40&md5=f49c50564a5495244cadee8cb17eb83a,"In this article we describe and discuss QFD (quality function deployment) as a framework for managing software requirements. Experiences were gained while participating as researchers in a commercial large-scale software telecommunications project at Ericsson Radio Systems AB. We found that prerequisites for succeeding with QFD include having visible customers and users, forming a cross-functional team adequately trained in QFD, and allowing adequate time for its first application. Advantages of using QFD are: better focus on customers and users, an effective means of prioritizing and communicating software requirements; and managing non-functional requirements. Issues not fully supported by QFD include adequate abstractions levels in describing requirements, handling temporal relations between requirements and initiating the use of QFD for a new development project."
"Rooijmans J., Aerts H., Van Genuchten M.",Software quality in consumer electronics products,1996,IEEE Software,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029733772&doi=10.1109%2f52.476286&partnerID=40&md5=f3156eeedf0dab87447195a7e9f5be88,"Despite the rapidly growing size of the software included in consumer electronics products, manufacturers must keep the number of software defects in the field at zero to avoid financial disaster. The authors describe the process-improvement efforts they undertook to achieve this increasingly challenging goal."
Van Zeist R.H.J.,Specifying software quality with the extended ISO model,1996,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-27144550799&doi=10.1007%2fBF00209185&partnerID=40&md5=64394714677ede47867fcd1a5625efff,"Specifying the quality of software products is a valuable addition to functional specification, clarifying product properties such as learnability and availability. Specifying such properties is considered difficult due to the different parties involved and the implicit nature of the requirements. The QUINT project gathered experience with product specification by means of the Extended ISO model: an extension to the ISO 9126 model of software quality. By defining indicators and specifying how they should be measured, quality specifications can make requirements explicit. Recommendations and pitfalls for composing a specification are grouped by the context in which quality specifications can be used. © 1996 Chapman & Hall."
Hall T.,Software quality programmes: A snapshot of theory versus reality,1996,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-27144491077&doi=10.1007%2fBF00209182&partnerID=40&md5=188a4d9001f1505f3fecee70bbb29ca7,"We analyse the software quality programmes of two major UK companies whose software development departments, we feel, are typical of many hundreds in the UK. The analysis is based on an almost exhaustive survey of relevant practitioners at these companies (123 out of a possible 149 individuals) using questionnaires and interviews. We discovered significant differences between senior managers' perceptions and the reality of what quality practices took place. In particular, use of reviews and inspections, which are widely believed to be an extremely cost-effective QA procedure, was very limited even when safety critical software was being developed. On the other hand there was widespread use of development and coding standards whose value is questionable. We also discovered significant differences between practitioners' and managers' views of what the company quality goals really were. While no generalizable conclusions can be drawn from the results of just two companies, the observations do confirm the informal results arising from the more extensive nationwide survey of which this particular study forms a part. © 1996 Chapman & Hall."
"Lees B., Jenkins D.G.",Supporting software quality in an integrated safety-critical systems development environment,1996,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-27144485773&doi=10.1007%2fBF00419775&partnerID=40&md5=0c3e40005293f7551f4d2a4095e71159,"Research is described, aimed to support traceability in the design of software for safety-critical applications, through the provision of an on-line design journal enabling design decisions and actions to be traced and recorded. The design environment, within which various software design tools may be encapsulated, enables protocol between the user and the design tools to be trapped. This provides software engineering support at the conceptual design stage. An important aim of the research is to enable inferences to be made from the captured protocol, for which the application of artificial intelligence methods is being investigated. © 1996 Chapman & Hall."
"Younessi H., Smith R.",Utilization of a systemic business process re-engineering method as a tool to improve software process quality,1996,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-27144455770&doi=10.1007%2fBF00678581&partnerID=40&md5=0f99ecea27d39252a92f289a42203cdb,"This paper suggests that a 'software process' can be viewed as an instance of a 'business process'. Therefore software process improvement might be achieved by applying the concepts of Business Process Re-engineering (BPR). BPR is introduced and the recent work of Jacobson, using object-oriented concepts to construct a BPR framework, is described. The paper critiques Jacobson's approach as being essentially reductionist, and presents an alternative approach, State-Behaviour Modelling (SBM), that utilizes systems principles in the analysis of problem situations, while generating object models. The application of SBM to model and improve a component of a software development process, is presented. © 1996 Chapman & Hall."
Khurana M.,Software quality practices - An empirical study,1996,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0642380773&doi=10.1007%2fBF00419771&partnerID=40&md5=59c3ffcd3a0c7896e250682664c46f6e,"Concern about the quality of software is widespread. Reliable data about current practice are hard to get as no one likes to admit that they are producing poor software. In a recent survey, Wilson has taken an approach to obtaining data about the practice of software quality assurance among companies in Australia. The same technique has been used here to investigate practice among companies in Europe and America. The survey aims to investigate quality systems used by the organizations, and the application of these systems by software developers. In this paper they are compared with the Australian experience and the results of the survey shown. The company's demographic data and overall response pattern from this survey are compared with Wilson's. Patterns in software quality assurance programs of organizations are suggested by comparing the management's perspective with that of the developers. The most popular software development techniques identified by the developers are prioritized in the order of their popularity by using a weighting scheme and their implications are discussed. © 1996 Chapman & Hall."
Wilson D.N.,Software quality assurance in practice,1996,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0642288948&doi=10.1007%2fBF00419769&partnerID=40&md5=ae4192272b651503278d82f64ef6856e,This paper presents the key findings of a survey of a representative sample of the Australian software industry as to the actual use and application of quality assurance techniques in the development of software. The survey aims to confirm previous survey findings through a management questionnaire and to investigate the software development practices at the 'screen face' through a developer questionnaire. The separate responses are analysed to rate the extent to which quality management practices have penetrated the information systems department. The project commenced in July 1994 and the results of this initial survey support the hypothesis that software quality assurance programmes have not yet penetrated to the systems developers at lower levels of organizations. © 1996 Chapman & Hall.
"Hovenden F.M., Walker S.D., Sharp H.C., Woodman M.",Building quality into scientific software,1996,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038778889&doi=10.1007%2fBF02420942&partnerID=40&md5=bece44920d4927c101c2305f0b37fbe9,"This paper has developed from the SoFEA project at The open University which is studying the non-technical aspects of quality in software. This involves seeing the technical elements of software development as very much part of a wider context. The culture of an organization as a whole, particularly its management strategies, are regarded as driving and shaping the technology. A particular challenge for management we have observed is how to harmonize a skilled individualist (affectionately dubbed a 'maverick') and a quality management system. We explore the characteristics of an individualist programmer and discuss the options for managing such a person. Some of the experiences of a scientific organization are reported. © 1996 Chapman & Hall."
"Sova D.W., Smidts C.",Increasing testing productivity and software quality: A comparison of software testing methodologies within NASA,1996,Empirical Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030365172&doi=10.1007%2fBF00368703&partnerID=40&md5=25811c5ed164dba99322cde9a04d0382,"Pressure to compress the development life cycle and reduce the duration and resources committed to testing lead to experimentation in testing at the NASA Goddard Space Flight Centerís Software Engineering Laboratory. This study investigates the trend to reduce developer testing and increasingly rely upon inspection techniques and independent functional testing to shorten the development life cycle, improve testing productivity, and improve software quality. An approach is developed to conduct this comparison. In particular, the problem faced by software researchers, having a comprehensive characterization of software projects so similar types may be identified for comparative studies, is addressed using expert opinion. © 1996 Kluwer Academic Publishers."
"Kitchenham Barbara, Pfleeger Shari Lawrence",Software quality: the elusive target,1996,IEEE Software,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029779819&doi=10.1109%2f52.476281&partnerID=40&md5=0c903484c06cd79cb57e3161badfff3d,"High-profile disasters and the ensuing debates in the press are alerting more people to the crucial nature of software quality in their everyday lives. This should prompt software professionals to take a second look at how they define software quality. In this task of assessing 'adequate' quality in a software product, context is important. Errors tolerated in word-processing software may not be acceptable in control software for a nuclear power plant. Thus, the meanings of 'safety-critical' and 'mission-critical' must be reexamined in the context of software's contribution to the larger functionality and quality of products and businesses. At the same time, software professionals must ask themselves who is responsible for setting quality goals, and make sure they are achieved."
"Khoshgoftaar T.M., Allen E.B., Kalaichelvan K.S., Goel N.",The impact of software evolution and reuse on software quality,1996,Empirical Software Engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029726553&doi=10.1007%2fBF00125810&partnerID=40&md5=22f6cf0451a62716aa68a29a14e0ca89,"This paper presents a case study of a software project in the maintenance phase. The case study was based on a sample of modules, representing about 1.3 million lines of code, from a very large telecommunications system. Software quality models were developed to predict the number of faults expected from the coding through operations phases. Since modules from the prior release were often reused to develop a new release, one model incorporated reuse data as additional independent variables. We compare this model's performance to a similar model without reuse data. Software quality models often have product metrics as the only input data for predicting quality. There is an implicit assumption that all the modules have had a similar development history, so that product attributes are the primary drivers of different quality levels. Reuse of software as components and software evolution do not fit this assumption very well, and consequently, traditional models for such environments may not have adequate accuracy. Focusing on the software maintenance phase, this study demonstrated that reuse data can significantly improve the predictive accuracy of software quality models. © 1996 Kluwer Academic Publishers."
"Saiedian H., Mcclanahan L.M.",Frameworks for quality software process: SEI Capability maturity model versus ISO 9000,1996,Software Quality Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0007663827&doi=10.1007%2fBF02420941&partnerID=40&md5=920d8525d6033e615724b4a8ab7ec770,"With the historical characterization of software development as being costly due to massive schedule delays, incorporation of the ever-changing technology, budget reductions, and missing customer requirements, the trend of the 1990s in establishing a quality improvement or a quality assurance programme has been overwhelming. The two popular models or frameworks for assessment of a quality assurance programme are the US government-sponsored Capability Maturity Model (CMM) and the internationally recognized ISO-9000 quality standards. Both of these two frameworks share a common concern regarding software quality and process management. Since it is not clear which of these two frameworks is most effective in achieving their shared objectives, it is valuable and timely to provide an objective overview of both models and to compare and contrast their features for quality software development. Because there are many legitimate areas for comparison, we have selected the two most important as a basis for comparison: (1) the role of management, and (2) the application of measurements. We also provide a summary of the reported impact of these two models on the organizations adhering to their standards, and include our observations and analysis. © 1996 Chapman & Hall."
